,,,,,,,,,,,
Loan Id,Quarters,Years,Segment of Loan,Lender Name,Type of Loan,Original Loan size,Outstanding loan amount,Borrower Age,Borrower Income,New to Credit (Y /N),Gender
PSUIN300273MICRO0113462,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,133920,53382,25,1562400,Y,M
NBFCIN16AUTO35553AWQ,Q3,FY19,Retail,NBFC,Auto Loans,239681,52729,41,3388112,N,M
NBFCIN76AUTO13532,Q3,FY19,Retail,NBFC,Auto Loans,284680,86646,51,2795040,N,M
IC00160AUL15736,Q3,FY20,Retail,PVT Bank,Auto Loans,406890,395587,34,5432735,Y,M
PSUNAUTO43LOA30031,Q3,FY19,Retail,PSU Bank,Auto Loans,260925,104941,31,3006850,N,M
PSUNAUTO249LOA40030,Q3,FY20,Retail,PSU Bank,Auto Loans,282515,116978,26,3672697,N,M
PSUNAUTO426LOA502,Q3,FY20,Retail,PSU Bank,Auto Loans,2018008,815117,29,19230436,N,M
PVTN34CCL2947,Q3,FY19,Retail,PVT Bank,Credit Card,30738,10456,45,347672,Y,M
PVTN59CCL454,Q3,FY20,Retail,PVT Bank,Credit Card,22542,8121,42,374296,N,F
PVTN48CCL4242,Q3,FY21,Retail,PVT Bank,Credit Card,28710,9495,25,424632,N,F
PVTN21CCL8995,Q3,FY21,Retail,PVT Bank,Credit Card,31694,18209,37,475092,N,F
PSUN30CC1185,Q3,FY20,Retail,PSU Bank,Credit Card,14039,3930,28,592620,N,M
PVTN56CCL3547,Q3,FY20,Retail,PVT Bank,Credit Card,26565,7650,39,644538,N,F
PSUN36CC5018,Q3,FY20,Retail,PSU Bank,Credit Card,33456,21201,26,692928,N,M
PVTN45CCL12002,Q3,FY20,Retail,PVT Bank,Credit Card,50576,22940,36,662496,N,M
PVTN54CCL5713,Q3,FY21,Retail,PVT Bank,Credit Card,29886,13480,52,651248,N,M
PVTN60CCL6092,Q3,FY21,Retail,PVT Bank,Credit Card,29700,13310,55,671354,Y,F
PVTN48CCL7680,Q3,FY21,Retail,PVT Bank,Credit Card,18585,11120,24,714816,N,F
NBFCINCC30ZA07290,Q3,FY20,Retail,NBFC,Credit Card,41370,11142,33,769500,N,F
PVTN61CCL11796,Q3,FY20,Retail,PVT Bank,Credit Card,20988,8814,25,792660,Y,M
PVTN84CCL6588,Q3,FY20,Retail,PVT Bank,Credit Card,18180,6489,54,750464,N,M
PVTN15CCL715,Q3,FY19,Retail,PVT Bank,Credit Card,21730,5330,40,763048,Y,M
NBFCINCC30ZA04375,Q3,FY21,Retail,NBFC,Credit Card,33330,19585,34,794233,N,M
NBFCINCC30ZA012158,Q3,FY21,Retail,NBFC,Credit Card,26986,17292,54,814695,N,F
PVTN33CCL11216,Q3,FY20,Retail,PVT Bank,Credit Card,26000,14980,30,849045,Y,M
PVTN41CCL11159,Q3,FY19,Retail,PVT Bank,Credit Card,29592,8439,60,868840,N,M
PSUN92CC8058,Q3,FY20,Retail,PSU Bank,Credit Card,29040,10982,35,874965,N,M
PSUN31CC7120,Q3,FY21,Retail,PSU Bank,Credit Card,39678,14284,41,887962,Y,F
PSUN89CC8334,Q3,FY21,Retail,PSU Bank,Credit Card,37620,12188,59,922570,N,F
PSUN30CC6721,Q3,FY20,Retail,PSU Bank,Credit Card,26924,8453,45,853349,N,M
PVTN50CCL11797,Q3,FY21,Retail,PVT Bank,Credit Card,33027,17749,46,871483,N,M
PVTN33CCL3246,Q3,FY19,Retail,PVT Bank,Credit Card,32528,16908,30,917385,Y,M
PVTN88CCL5262,Q3,FY21,Retail,PVT Bank,Credit Card,23358,15191,31,943596,N,M
NBFCINCC30ZA08834,Q3,FY19,Retail,NBFC,Credit Card,14892,6190,46,922005,N,F
PVTN8CCL7819,Q3,FY19,Retail,PVT Bank,Credit Card,33440,15659,40,908769,N,M
NBFCINCC30ZA01388,Q3,FY19,Retail,NBFC,Credit Card,23735,12436,59,913512,Y,M
NBFCINCC30ZA01156,Q3,FY19,Retail,NBFC,Credit Card,26112,15769,54,969904,N,F
PVTN75CCL11967,Q3,FY19,Retail,PVT Bank,Credit Card,28885,15309,36,964247,N,M
NBFCINCC30ZA010993,Q3,FY19,Retail,NBFC,Credit Card,29370,14978,51,1010100,N,F
PSUN34CC4755,Q3,FY19,Retail,PSU Bank,Credit Card,19504,8386,53,1072344,N,F
PSUN62CC2940,Q3,FY19,Retail,PSU Bank,Credit Card,33027,16331,52,1307592,N,M
PVTN83CCL8329,Q3,FY20,Retail,PVT Bank,Credit Card,35203,14163,38,1443420,Y,M
NBFCIN060TWL14,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,39600,22302,22,952514,N,M
NBFCIN060TWL91,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,45760,30888,46,103464,Y,M
NBFCIN372TWL8864,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,48410,34700,42,768600,Y,M
NBFCIN499TWL3933,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,45900,29160,47,1259604,N,M
NBFCIN102TWL4887,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,51940,32506,46,817797,N,M
NBFCIN230TWL8222,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,73130,45156,32,1041277,N,M
NBFCIN113TWL10154,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,56650,35046,60,282920,N,F
NBFCIN216TWL11366,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,80660,45924,40,616182,N,F
NBFCIN303TWL1196,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,70200,46052,50,147992,N,M
NBFCIN136TWL5319,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,55000,33835,47,1350480,N,M
NBFCIN40TWL10907,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,51510,28330,60,1264400,Y,M
NBFCIN377TWL11181,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,55550,35310,26,512425,Y,F
NBFCIN196TWL11337,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,70040,45838,59,1206150,N,F
NBFCIN438TWL3797,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,61200,43260,37,674244,N,M
IC0700TWL15,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,51000,32100,52,554894,N,F
IC0700TWL633,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,64890,43816,57,1207680,Y,M
IC0700TWL64,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,56180,34503,29,725040,N,M
PVTN345TWL10235,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,75600,50820,41,1076350,N,F
PVTN257TWL8524,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,59160,39045,33,734775,N,M
PVTN187TWL2306,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,60770,35506,55,692881,N,F
PVTN16TWL2657,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,60480,32614,38,379080,Y,M
PVTN346TWL12463,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,57240,36709,29,181074,N,M
PVTN105TWL915,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,93500,48076,31,1381848,N,M
PVTN497TWL6724,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,55590,35802,43,496415,N,M
PVTN180TWL8023,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,60770,41323,52,693134,N,F
PVTN224TWL8271,Q3,FY20,Retail,PVT Bank,Two-Wheeler Loan,56650,23166,37,675360,Y,M
PVTN234TWL3755,Q3,FY20,Retail,PVT Bank,Two-Wheeler Loan,53900,20384,46,474041,Y,M
PVTN301TWL7612,Q3,FY21,Retail,PVT Bank,Two-Wheeler Loan,50140,14830,30,646880,N,M
PVTN318TWL11,Q3,FY21,Retail,PVT Bank,Two-Wheeler Loan,49050,15696,31,510151,N,M
PVTN349TWL3802,Q3,FY20,Retail,PVT Bank,Two-Wheeler Loan,59590,20768,36,1121681,Y,M
PVTN414TWL1131,Q3,FY19,Retail,PVT Bank,Two-Wheeler Loan,70350,26049,51,686800,Y,M
PVTN471TWL11034,Q3,FY20,Retail,PVT Bank,Two-Wheeler Loan,82080,27907,58,848742,N,M
PVTN96TWL6240,Q3,FY21,Retail,PVT Bank,Two-Wheeler Loan,43430,15325,38,526109,N,M
NBFCIN000COML314,Q4,FY19,Commercial,NBFC,Commercial Loan,21048400,4251360,35,8596500,N,M
NBFCIN000COML65,Q4,FY21,Commercial,NBFC,Commercial Loan,14823600,4896280,48,7411800,N,M
NBFCIN000COML233,Q4,FY21,Commercial,NBFC,Commercial Loan,12561300,2660040,49,4987575,N,F
NBFCIN000COML434,Q4,FY20,Commercial,NBFC,Commercial Loan,10015500,3126050,42,3721668,N,M
PSUIN30072MICRO0132219,Q4,FY20,Commercial,PSU Bank,Commercial Loan,8461200,4115220,58,6172830,Y,M
NBFCIN0001182,Q4,FY20,Microfinance,NBFC,Microfinance Loan,7350,1838,44,610481,N,F
NBFCIN0001194,Q4,FY21,Microfinance,NBFC,Microfinance Loan,7700,2621,33,1443051,Y,M
NBFCIN0001000,Q4,FY19,Microfinance,NBFC,Microfinance Loan,14700,4902,64,563970,N,F
NBFCIN00030,Q4,FY19,Microfinance,NBFC,Microfinance Loan,15400,5335,22,775110,N,M
NBFCIN0002027,Q4,FY20,Microfinance,NBFC,Microfinance Loan,16500,4012,51,656150,N,M
NBFCIN0002031,Q4,FY20,Microfinance,NBFC,Microfinance Loan,15300,5722,46,930998,Y,M
NBFCIN000293,Q4,FY20,Microfinance,NBFC,Microfinance Loan,16320,4040,56,725652,N,M
NBFCIN000191,Q4,FY20,Microfinance,NBFC,Microfinance Loan,17510,5077,52,989727,N,M
NBFCIN0001916,Q4,FY19,Microfinance,NBFC,Microfinance Loan,17510,6919,29,784680,Y,F
NBFCIN0002022,Q4,FY20,Microfinance,NBFC,Microfinance Loan,18700,4547,34,420631,N,M
NBFCIN000290L,Q4,FY21,Microfinance,NBFC,Microfinance Loan,18190,4590,56,721180,Y,M
NBFCIN0002470,Q4,FY19,Microfinance,NBFC,Microfinance Loan,19080,5428,57,318648,N,M
NBFCIN0002493,Q4,FY21,Microfinance,NBFC,Microfinance Loan,18360,7128,38,906152,N,M
NBFCIN000778,Q4,FY21,Microfinance,NBFC,Microfinance Loan,26500,7425,48,665489,N,M
NBFCIN000739,Q4,FY20,Microfinance,NBFC,Microfinance Loan,28080,10296,40,972324,N,M
NBFCIN0002200,Q4,FY21,Microfinance,NBFC,Microfinance Loan,29160,8829,51,677003,N,F
NBFCIN000480,Q4,FY21,Microfinance,NBFC,Microfinance Loan,29160,8456,60,1078560,N,M
NBFCIN0001228,Q4,FY21,Microfinance,NBFC,Microfinance Loan,29120,9332,25,282800,N,M
NBFCIN000208,Q4,FY21,Microfinance,NBFC,Microfinance Loan,29120,8310,32,320978,N,M
NBFCIN0002243,Q4,FY20,Microfinance,NBFC,Microfinance Loan,36380,10812,31,779518,N,M
NBFCIN000793,Q4,FY19,Microfinance,NBFC,Microfinance Loan,38150,11392,32,859650,N,M
NBFCIN000798,Q4,FY21,Microfinance,NBFC,Microfinance Loan,36750,11424,31,948255,N,M
NBFCIN0002210,Q4,FY19,Microfinance,NBFC,Microfinance Loan,38880,9900,54,515584,N,M
NBFCIN0001330,Q4,FY19,Microfinance,NBFC,Microfinance Loan,44100,11445,40,790092,N,M
NBFCIN000858Z,Q4,FY21,Microfinance,NBFC,Microfinance Loan,44100,14553,37,426924,N,M
NBFCIN0002386Y,Q4,FY19,Microfinance,NBFC,Microfinance Loan,48410,17437,32,1019389,Y,M
NBFCIN0001576,Q4,FY19,Microfinance,NBFC,Microfinance Loan,51840,16632,55,435438,Y,M
NBFCIN0002407,Q4,FY21,Microfinance,NBFC,Microfinance Loan,49440,15840,28,866378,Y,F
NBFCIN0001592,Q4,FY20,Microfinance,NBFC,Microfinance Loan,54600,14300,31,769540,Y,M
NBFCIN000473,Q4,FY21,Microfinance,NBFC,Microfinance Loan,59740,17864,43,190164,N,M
NBFCIN000237,Q4,FY20,Microfinance,NBFC,Microfinance Loan,64900,22066,48,578025,N,M
NBFCIN000971,Q4,FY21,Microfinance,NBFC,Microfinance Loan,79570,24090,33,945345,N,M
NBFCIN0001857,Q4,FY21,Microfinance,NBFC,Microfinance Loan,82080,22260,66,333052,N,F
NBFCIN000551,Q4,FY21,Microfinance,NBFC,Microfinance Loan,81620,25179,54,585332,N,M
NBFCIN000303,Q4,FY20,Microfinance,NBFC,Microfinance Loan,88200,26560,24,969650,Y,M
NBFCIN0003H,Q4,FY21,Microfinance,NBFC,Microfinance Loan,97010,31132,33,930300,N,M
NBFCIN000378,Q4,FY20,Microfinance,NBFC,Microfinance Loan,103400,31584,53,316332,N,F
NBFCIN00047,Q4,FY21,Microfinance,NBFC,Microfinance Loan,118560,41097,48,700536,N,M
NBFCIN000300D,Q4,FY19,Microfinance,NBFC,Microfinance Loan,131440,46872,41,452445,N,M
PVT00MICROV1378,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,6360,2943,47,783120,N,M
PVT00MICROV2083,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,7560,3561,50,996937,N,M
PVT00MICROV2280,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,8800,3916,45,848565,Y,M
PVT00MICROV14,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,15450,5994,46,184885,Y,M
PVT00MICROV1747,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,15150,5407,39,573354,N,M
PVT00MICROV1895,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,16320,6156,33,299318,N,M
PVT00MICROV434,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,17280,5332,54,726495,N,F
PVT00MICROV918,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,16480,6953,27,822536,N,M
PVT00MICROV119,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,18700,7629,34,822666,Y,M
PVT00MICROV2278,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,18020,6961,28,674850,N,M
PVT00MICROV2204,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,18180,7259,41,928190,N,F
PVT00MICROV1027,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,19950,8496,38,803844,N,M
PVT00MICROV1176,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,25750,10660,57,555273,N,M
PVT00MICROV715,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,26520,9282,59,865980,N,M
PVT00MICROV1281,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,29160,10108,37,797685,N,F
PVT00MICROV2403,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,28620,12177,41,740740,N,F
PVT00MICROV1298,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,28280,12513,52,769865,N,M
PVT00MICROV1297,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,35360,14824,37,275846,N,M
PVT00MICROV1305,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,36720,11781,41,527082,N,F
PVT00MICROV936,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,38500,16940,29,696990,N,F
PVT00MICROV598,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,39600,15303,25,886174,N,M
PVT00MICROV1333,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,39390,15015,35,594920,N,F
PVT00MICROV84,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,42840,20412,41,1306583,N,M
PVT00MICROV1132,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,45580,17372,34,499849,N,M
PVT00MICROV1634,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,47250,20988,49,440436,Y,M
PVT00MICROV1344,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,55120,25948,45,154224,Y,F
PVT00MICROV684,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,64310,28408,53,1700475,Y,M
PVT00MICROV787,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,74200,33075,31,1542241,Y,F
PVT00MICROV1404,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,92880,35612,59,1550535,N,M
PVT00MICROV386,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,96720,32438,40,828576,N,M
PVT00MICROV994,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,98700,39292,50,713062,Y,M
PVT00MICROV1274,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,113400,45423,59,1420988,Y,M
PSUIN300244MICRO0113155,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,7490,2872,42,410058,Y,M
PSUIN300260MICRO0111727,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,11220,4598,46,519860,Y,M
PSUIN300476MICRO013677,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,15750,6519,28,341670,Y,M
PSUIN300208MICRO0126311,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,17280,7896,54,395108,Y,F
PSUIN300309MICRO0111725,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,17600,7462,54,334161,N,F
PSUIN300453MICRO0128480,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,17850,8032,31,355449,N,F
PSUIN30098MICRO0125099,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,24480,10281,46,322594,Y,F
PSUIN300204MICRO0140442,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,27000,9275,45,354224,Y,M
PSUIN300161MICRO0169,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,27250,11610,34,300300,N,M
PSUIN300108MICRO0129761,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,26260,10504,41,332310,N,F
PSUIN300401MICRO0137683,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,29160,12771,41,386732,Y,M
PSUIN300203MICRO016955,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,29430,12771,56,351750,Y,M
PSUIN300345MICRO0129377,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,27270,13122,61,449350,N,M
PSUIN300476MICRO012263,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,29120,12465,25,389649,N,M
PSUIN30022MICRO0126630,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,29120,12283,33,386085,N,M
PSUIN300284MICRO014909,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,34560,11750,36,363480,Y,F
PSUIN300291MICRO0116272,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,33920,14585,37,270708,N,F
PSUIN300403MICRO0129823,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,34650,14691,53,380192,N,F
PSUIN30070MICRO0147659,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,35640,13464,31,386988,N,F
PSUIN30098MICRO0121451,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,34340,15708,38,408205,Y,M
PSUIN300178MICRO0146765,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,37450,14605,39,392200,N,M
PSUIN300422MICRO0121339,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,39600,14518,32,351743,Y,M
PSUIN30023MICRO0143170,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,38480,13209,38,397839,N,M
PSUIN3007MICRO0140825,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,39140,15656,33,365594,Y,M
PSUIN300464MICRO0125721,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,46200,19663,38,295360,N,F
PSUIN30036MICRO0126941,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,48960,21878,41,336636,Y,F
PSUIN300341MICRO0128469,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,49490,17816,54,337906,N,F
PSUIN300382MICRO0139723,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,52920,18169,46,369144,N,M
PSUIN300357MICRO0133063,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,53900,22123,32,348178,N,M
PSUIN30041MICRO015277,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,52000,23980,39,430678,N,M
PSUIN30062MICRO0128009,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,55080,19436,24,412390,N,M
PSUIN300278MICRO0124396,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,56680,21424,49,360800,N,F
PSUIN300444MICRO0122289,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,53040,21091,40,455832,N,F
PSUIN300123MICRO0144707,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,57240,24948,42,301930,N,M
PSUIN30073MICRO0149950,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,57780,23544,25,204867,N,M
PSUIN300437MICRO019293,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,58300,26620,44,350385,N,M
PSUIN300314MICRO01890,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,58580,23664,55,379728,Y,F
PSUIN300204MICRO0118571,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,66490,23936,51,420680,N,F
PSUIN30053MICRO019040,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,69760,27456,32,244269,N,M
PSUIN300296MICRO013264,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,84000,36080,42,285362,N,M
PSUIN300486MICRO0116771,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,88290,36223,28,314912,N,F
PSUIN300405MICRO0116045,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,91560,31701,45,508750,Y,F
PSUIN30036MICRO0127679,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,90720,34070,59,259560,N,M
PSUIN30085MICRO0146159,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,93450,39800,28,333102,N,M
PSUIN300109MICRO019030,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,107000,38880,47,1326000,N,M
PSUIN300338MICRO0138315,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,113420,43549,56,1361040,N,F
PSUIN300333MICRO018606,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,113400,43502,53,1412640,Y,M
PSUIN300159MICRO0117393,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,122100,52747,48,1088910,N,M
PSUIN300354MICRO0149998,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,129800,55755,53,1239000,N,M
NBFCIN189AUTO32553A,Q4,FY21,Retail,NBFC,Auto Loans,246685,40236,36,1257375,Y,M
NBFCIN48AUTO2424,Q4,FY20,Retail,NBFC,Auto Loans,279070,88490,61,1900213,N,M
NBFCIN242AUTO8492,Q4,FY20,Retail,NBFC,Auto Loans,29641,31675,44,326053,N,M
NBFCIN20AUTO32153C,Q4,FY20,Retail,NBFC,Auto Loans,127097,130835,42,1270971,Y,F
IC00483AUL16834,Q4,FY20,Retail,PVT Bank,Auto Loans,263595,242028,35,1794843,N,M
PVTN76CCL12101,Q4,FY21,Retail,PVT Bank,Credit Card,33330,14774,30,95982,N,M
NBFCINCCL30AA01248,Q4,FY21,Retail,NBFC,Credit Card,33384,22534,61,183144,N,M
NBFCINCCL30AA019239,Q4,FY20,Retail,NBFC,Credit Card,17596,8047,53,280476,N,M
PVTN9CCL3181,Q4,FY21,Retail,PVT Bank,Credit Card,18857,4947,52,456610,N,M
NBFCINCCL30AA010579,Q4,FY21,Retail,NBFC,Credit Card,31030,12412,52,477424,N,F
PSUN90CC10811,Q4,FY20,Retail,PSU Bank,Credit Card,29172,13035,30,544046,N,M
PVTN27CCL10743,Q4,FY20,Retail,PVT Bank,Credit Card,26986,14017,56,548046,N,F
PSUN97CC11956,Q4,FY20,Retail,PSU Bank,Credit Card,29224,10500,32,592964,N,M
PVTN49CCL558,Q4,FY21,Retail,PVT Bank,Credit Card,30672,8977,41,617508,N,M
PVTN98CCL11169,Q4,FY19,Retail,PVT Bank,Credit Card,18952,4968,50,634746,Y,M
PVTN37CCL11736,Q4,FY19,Retail,PVT Bank,Credit Card,43890,27147,24,669500,N,M
PSUN29CC3627,Q4,FY20,Retail,PSU Bank,Credit Card,35123,23631,51,687750,N,M
NBFCINCCL30AA02783,Q4,FY21,Retail,NBFC,Credit Card,31350,9980,50,670344,N,F
PVTN46CCL2017,Q4,FY20,Retail,PVT Bank,Credit Card,32373,17000,55,738936,Y,F
NBFCINCCL30AA019821,Q4,FY19,Retail,NBFC,Credit Card,27664,17316,58,766379,N,M
PVTN85CCL9330,Q4,FY21,Retail,PVT Bank,Credit Card,21450,6220,49,753584,Y,F
NBFCINCCL30AA05529,Q4,FY20,Retail,NBFC,Credit Card,26964,7761,46,776178,N,M
PVTN79CCL4487,Q4,FY20,Retail,PVT Bank,Credit Card,26462,9887,53,758888,Y,F
NBFCINCCL30AA011794,Q4,FY19,Retail,NBFC,Credit Card,35535,23101,27,790623,N,F
PVTN58CCL479,Q4,FY19,Retail,PVT Bank,Credit Card,40392,14137,47,803784,N,M
PVTN67CCL4466,Q4,FY20,Retail,PVT Bank,Credit Card,37823,15268,25,847660,N,M
NBFCINCCL30AA01683,Q4,FY19,Retail,NBFC,Credit Card,29973,12571,27,867348,Y,F
PVTN70CCL904,Q4,FY21,Retail,PVT Bank,Credit Card,38148,10954,42,881265,N,M
PVTN47CCL10583,Q4,FY20,Retail,PVT Bank,Credit Card,43056,22314,53,918381,N,F
NBFCINCCL30AA02348,Q4,FY21,Retail,NBFC,Credit Card,29795,10006,35,945880,N,M
PVTN1CCL6541,Q4,FY19,Retail,PVT Bank,Credit Card,29260,16164,47,982908,N,M
PVTN44CCL11043,Q4,FY19,Retail,PVT Bank,Credit Card,20503,8611,37,957810,N,M
PVTN1CCL7477,Q4,FY20,Retail,PVT Bank,Credit Card,28340,10485,58,994602,Y,M
PVTN46CCL466,Q4,FY19,Retail,PVT Bank,Credit Card,31106,12049,28,1070701,N,M
PVTN71CCL11778,Q4,FY19,Retail,PVT Bank,Credit Card,34680,15912,39,1104272,N,M
PVTN2CCL1861,Q4,FY20,Retail,PVT Bank,Credit Card,32118,8262,33,1150240,Y,M
NBFCINCCL30AA019569,Q4,FY19,Retail,NBFC,Credit Card,40548,20869,32,1195786,N,M
NBFCINCCL30AA011680,Q4,FY20,Retail,NBFC,Credit Card,40824,11907,50,1143623,N,M
PVTN39CCL10817,Q4,FY21,Retail,PVT Bank,Credit Card,34944,14051,53,1200045,N,F
PVTN61CCL5103,Q4,FY21,Retail,PVT Bank,Credit Card,42718,11969,55,1247820,Y,F
NBFCINCCL30AA016936,Q4,FY21,Retail,NBFC,Credit Card,27280,12142,36,1202708,N,M
NBFCIN060TWL13,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,71940,44906,56,1342172,N,M
NBFCIN060TWL92,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,223600,145297,55,1387210,N,F
NBFCIN060TWL96,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,57240,37285,35,934210,N,M
NBFCIN95TWL9547,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,66660,42966,35,954304,N,M
NBFCIN88TWL2067,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,53040,34221,55,789276,N,M
NBFCIN0TWL4989,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,67980,49368,61,1868113,N,M
NBFCIN440TWL8886,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,72420,46341,40,552744,N,M
NBFCIN80TWL12299,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,80250,43725,62,784909,Y,M
NBFCIN240TWL1143,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,55080,31104,38,1318882,N,F
NBFCIN380TWL7380,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,71760,51198,29,454716,Y,M
